name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
dhaka,24-05-19,33,26,29.2,43.8,26,34.7,25.1,78.8,46.6,100,83.33,rain,0,0,37.4,27.7,155.1,1004.3,77.5,4,102.8,8.9,4,,24-05-19 5:13,24-05-19 18:37,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,25-05-19,28,22,26.2,33.6,22,28.2,22.9,82.2,19.1,100,87.5,rain,0,0,38.2,34.7,153.1,1003.5,80.1,3.9,156.3,13.5,6,,25-05-19 5:12,25-05-19 18:37,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,26-05-19,34.9,26,30.4,43.2,26,35.3,24.3,71.3,7.8,100,87.5,rain,0,0,35.3,16.6,182.8,1003.4,45.9,4.2,222.6,19.4,9,,26-05-19 5:12,26-05-19 18:38,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,27-05-19,36,28.6,31,50.2,32,39,26,75.4,2.1,100,58.33,rain,0,0,34.9,25.9,160.8,1003.6,64.8,4.2,231.8,20.2,8,,27-05-19 5:12,27-05-19 18:38,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,28-05-19,35.9,25,31,44.6,25,36.4,24.2,68.4,0.2,100,8.33,rain,0,0,28.8,22.3,162.3,1003.7,47,4.3,259.5,22.6,8,,28-05-19 5:12,28-05-19 18:39,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,29-05-19,35.7,27.9,31.6,45.4,31.3,38.6,25.1,69.3,0.2,100,8.33,rain,0,0,27,22.3,155.3,1003,47.2,4.3,242.9,21,7,,29-05-19 5:11,29-05-19 18:39,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,30-05-19,35,28.7,31.9,43.3,34.5,38.8,25,68.2,0.7,100,12.5,rain,0,0,31.3,20.5,176.2,1003.3,53.6,4.1,267.1,23.2,8,,30-05-19 5:11,30-05-19 18:40,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
dhaka,31-05-19,35,26,30.2,40.8,26,34.2,23.2,67.6,3.9,100,58.33,rain,0,0,36,27.7,180.6,1004.1,71.1,4.3,232.7,19.8,8,,31-05-19 5:11,31-05-19 18:40,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41909099999"
dhaka,01-06-19,32,23,28.4,39.2,23,32,23.6,75.7,24.3,100,75,rain,0,0,26.6,18.1,114,1004.4,60.8,4.1,146.7,12.5,8,,01-06-19 5:11,01-06-19 18:41,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
dhaka,02-06-19,29.2,23,27.4,35.7,23,30.8,23.7,80.4,17.8,100,75,rain,0,0,22.3,35.2,92.5,1005.5,79.5,3.9,157.3,13.6,7,,02-06-19 5:11,02-06-19 18:41,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,03-06-19,30,25.5,27.8,36.2,25.5,31.1,24.2,81.1,23.6,100,95.83,rain,0,0,31.3,22.3,126.9,1004.3,77.9,4,130.2,11.3,5,,03-06-19 5:11,03-06-19 18:42,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,04-06-19,30.4,25.8,28.1,39.7,25.8,32.8,24.8,82.7,43.5,100,95.83,rain,0,0,29.9,22.3,188.2,1003.8,81.7,4.1,102.6,8.8,4,,04-06-19 5:11,04-06-19 18:42,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
dhaka,05-06-19,28,24.6,26.2,32.7,24.6,27,24.1,88.7,7.4,100,83.33,rain,0,0,31,18.4,142.8,1003.6,87.7,3.7,110.9,9.7,4,,05-06-19 5:10,05-06-19 18:42,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
dhaka,06-06-19,34,25,28.3,45.3,25,32.7,25.1,83.4,18.2,100,70.83,rain,0,0,31,15,128.9,1004.3,75.1,4.3,155.5,13.4,8,,06-06-19 5:10,06-06-19 18:43,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,07-06-19,32,25.9,29,39.2,25.9,33.7,24.9,79.2,6.4,100,79.17,rain,0,0,32.8,24.1,129.8,1005.3,53.4,4.3,150.2,13,6,,07-06-19 5:10,07-06-19 18:43,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,08-06-19,33,26.8,29.4,43.8,29.9,35.4,25.1,77.8,6.5,100,75,rain,0,0,30.6,18.4,126.4,1004.1,69.1,4.2,197.1,16.8,8,,08-06-19 5:10,08-06-19 18:44,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,09-06-19,31,27,28.4,40.6,30.1,33.8,25.3,83.4,5.5,100,54.17,rain,0,0,31.3,18.4,149.3,1001.9,82.2,3.9,173.9,15.2,6,,09-06-19 5:10,09-06-19 18:44,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,10-06-19,35.1,27.8,30.6,42.4,32.7,36.6,24.8,72.6,0.9,100,37.5,rain,0,0,29.9,16.6,182.3,1001,59,4.2,245,21.1,8,,10-06-19 5:10,10-06-19 18:44,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,11-06-19,35,28,31.2,46.7,31.9,37.8,25,70.3,0,0,0,,0,0,24.1,11.2,161.4,1001,35.1,4,262.6,22.9,8,,11-06-19 5:10,11-06-19 18:45,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,12-06-19,36,28,32,48.8,32.7,40.8,26.1,71.7,0.1,100,4.17,rain,0,0,23,13,196,1000.7,45.6,4.1,287.6,24.9,9,,12-06-19 5:10,12-06-19 18:45,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41909099999"
dhaka,13-06-19,35,27.9,31.7,47.3,32.6,41.3,26.7,75.3,1.8,100,33.33,rain,0,0,18.7,14.8,226,999.3,67,4.1,256.1,22,8,,13-06-19 5:10,13-06-19 18:45,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999,41909099999"
dhaka,14-06-19,32,29.5,30.6,42.3,36.2,39.3,26.5,78.9,18.2,100,62.5,rain,0,0,28.4,16.6,146.1,998.8,77.1,4.2,147.2,12.7,6,,14-06-19 5:11,14-06-19 18:46,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
dhaka,15-06-19,30,26,27.6,38.9,26,31.3,24.4,83.1,31.6,100,58.33,rain,0,0,33.8,14.8,118.9,999.5,78.3,4.1,45.3,4,2,,15-06-19 5:11,15-06-19 18:46,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,16-06-19,34.9,26,30.1,46,26,35.7,24.9,74.8,1.3,100,41.67,rain,0,0,46.1,24.1,157.1,999.3,63.9,4.1,219.4,19.1,7,,16-06-19 5:11,16-06-19 18:46,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,17-06-19,34.4,25,30.6,46,25,38.1,26,77,5.8,100,41.67,rain,0,0,41.8,21.5,175.6,999.4,68,4.1,187.3,16.1,6,,17-06-19 5:11,17-06-19 18:47,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,18-06-19,35,25.6,30.2,43.8,25.6,35.5,24.8,73.9,23,100,79.17,rain,0,0,22.3,18.4,137.3,999.9,67.1,4.1,235.5,20.3,9,,18-06-19 5:11,18-06-19 18:47,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
dhaka,19-06-19,37,28.2,32.3,46.7,34.1,40.8,25.9,69.8,8.2,100,33.33,rain,0,0,22,13,169.8,999.8,56.3,4.3,249.6,21.4,8,,19-06-19 5:11,19-06-19 18:47,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,20-06-19,33.7,26,30.7,42.1,26,38.2,25.8,75.7,13,100,83.33,rain,0,0,23.8,22.3,158.1,1001.4,78,4.2,179.4,15.4,8,,20-06-19 5:11,20-06-19 18:47,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,21-06-19,33.8,28,30.3,43.8,32.7,38,26.1,78.9,32.2,100,58.33,rain,0,0,34.2,37.1,118.2,1002.3,74.8,4.1,148.7,13,6,,21-06-19 5:12,21-06-19 18:48,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,22-06-19,33,27,30,43.8,30.6,36.8,25.6,77.6,3.2,100,50,rain,0,0,40,18.4,144.1,1003.8,60.2,4.1,209.1,18.1,6,,22-06-19 5:12,22-06-19 18:48,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41923099999,41929099999,41922099999,41939099999"
dhaka,23-06-19,35.8,27,31.3,43.5,30.1,37.8,24.9,69.8,0.6,100,25,rain,0,0,24.1,14.8,177.5,1004.1,40.2,4.2,264.6,23,8,,23-06-19 5:12,23-06-19 18:48,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
dhaka,24-06-19,36,28.7,32.3,44.7,35.6,39.7,25.1,67.1,0.6,100,16.67,rain,0,0,27.4,18.4,205.8,1004.5,39.4,4.4,258.4,22.4,8,,24-06-19 5:12,24-06-19 18:48,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,25-06-19,36,29,32.2,44.9,34.5,40.3,25.6,69,1.3,100,16.67,rain,0,0,34.6,22.3,213.2,1003.9,52.7,4.3,235.9,20.3,7,,25-06-19 5:13,25-06-19 18:48,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
dhaka,26-06-19,35,28.9,31.7,45.5,34.5,40.4,26.2,73.1,1.4,100,8.33,rain,0,0,47.2,24.1,194.7,1002.2,72.1,4.2,231.2,20.1,8,,26-06-19 5:13,26-06-19 18:48,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
dhaka,27-06-19,32,27,29.7,42.3,30.1,36.6,25.8,80.1,4.9,100,50,rain,0,0,45.7,33.5,190.3,1000.2,74.5,4.1,176,15.3,8,,27-06-19 5:13,27-06-19 18:49,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,28-06-19,32.4,26.9,28.6,43,30.1,34.5,25.7,84.3,32.9,100,79.17,rain,0,0,38.2,27.7,172,999.2,77.4,4,112.8,9.7,5,,28-06-19 5:13,28-06-19 18:49,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
dhaka,29-06-19,34.2,26.9,30.2,43.9,30.6,36.9,25.7,78,1,100,29.17,rain,0,0,34.6,16.6,105.5,998.7,62.8,4,213.7,18.5,7,,29-06-19 5:14,29-06-19 18:49,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
dhaka,30-06-19,34.1,28,30.3,44.9,33.6,38.2,26.3,80,1.6,100,20.83,rain,0,0,27.7,14.8,123.7,998.3,73.7,4.3,251.2,21.8,8,,30-06-19 5:14,30-06-19 18:49,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,01-07-19,34,28,30.2,45.3,31.9,37.1,25.6,76.7,2.8,100,29.17,rain,0,0,46.8,29.5,119.4,998.1,72.4,4.1,203.4,17.8,7,,01-07-19 5:14,01-07-19 18:49,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
dhaka,02-07-19,31,26,28.4,39.1,26,33.1,25,81.8,3,100,33.33,rain,0,0,57.2,35.3,123.9,1000,81.7,3.9,174.9,15,7,,02-07-19 5:15,02-07-19 18:49,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999,41909099999"
dhaka,03-07-19,33,26,29.3,42.3,26,34.9,25.1,78.8,6.1,100,66.67,rain,0,0,39.2,25.9,134.2,1000.4,62,4.1,217.6,18.7,8,,03-07-19 5:15,03-07-19 18:49,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,04-07-19,34.4,28,30.7,44.2,31.9,37.9,25.7,75.5,2.8,100,58.33,rain,0,0,26.6,18.4,135.3,998.9,74.8,4.3,212.6,18.2,7,,04-07-19 5:15,04-07-19 18:49,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
dhaka,05-07-19,33.4,28,30.5,41.2,32.7,36.7,24.9,73,2.4,100,50,rain,0,0,39.6,27.7,128.4,996.9,69.2,4.3,258,22.1,9,,05-07-19 5:16,05-07-19 18:49,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,06-07-19,30,27.4,28.8,40.4,31.7,35.3,25.9,84.3,5.4,100,62.5,rain,0,0,47.2,25.9,121.3,995.1,87.5,4.1,144.7,12.4,6,,06-07-19 5:16,06-07-19 18:49,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
dhaka,07-07-19,31,26.9,28.5,40.6,30.6,34.9,26.2,87.8,10,100,91.67,rain,0,0,35.6,18.4,170.4,996.5,87.7,4.1,124.3,10.7,5,,07-07-19 5:17,07-07-19 18:49,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,08-07-19,31,27,28.6,42.4,30.6,35,26.3,87.5,25.6,100,100,rain,0,0,37.8,18.4,170.5,999.6,80.1,3.8,105,9,5,,08-07-19 5:17,08-07-19 18:49,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
dhaka,09-07-19,32,28,29.5,44.2,33.6,37.3,26.6,84.8,18.7,100,83.33,rain,0,0,36.7,20.5,177.1,999.8,83.6,4.2,91.2,7.8,4,,09-07-19 5:17,09-07-19 18:49,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,10-07-19,32.1,28,29.5,41.9,31.9,35.7,25.4,79.3,15,100,62.5,rain,0,0,39.2,25.9,183.7,999.5,76.5,4.2,111.5,9.6,5,,10-07-19 5:18,10-07-19 18:49,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,11-07-19,32,26,28.3,46.2,26,34.1,26.2,88.5,17.9,100,91.67,rain,0,0,41.4,25.9,189.6,1001.7,91.6,3.7,120.5,10.5,5,,11-07-19 5:18,11-07-19 18:48,0.3,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
dhaka,12-07-19,31,25.8,27.3,39.1,25.8,30.5,25.2,88.6,11.4,100,83.33,rain,0,0,38.9,18.4,175.8,1003.4,88.6,3.8,111.3,9.5,6,,12-07-19 5:19,12-07-19 18:48,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
dhaka,13-07-19,34,26.6,28.9,45.8,26.6,34.9,26.1,85.9,20.5,100,87.5,rain,0,0,40.7,22.3,185,1002.4,82.6,3.8,181.5,15.5,7,,13-07-19 5:19,13-07-19 18:48,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,14-07-19,29,24.9,27.1,36.8,24.9,30.1,25.2,89.7,23.5,100,87.5,rain,0,0,35.6,25.9,136.1,1001.1,90.4,4.1,133.5,11.4,5,,14-07-19 5:19,14-07-19 18:48,0.41,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
dhaka,15-07-19,29.7,25,27,36.5,25,29.6,24.9,88.6,9.1,100,62.5,rain,0,0,32,27.7,110.5,1000.4,85.4,3.9,152.2,13.1,6,,15-07-19 5:20,15-07-19 18:48,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
